,sentiment_label,tweet_id,post_timestamp,QUERY_status,username,text_processed
1256101,4,1997425063,Mon Jun 01 16:49:39 PDT 2009,NO_QUERY,corrieloftin,"['bout', 'eat', 'snowcone', 'go', 'tan']"
1430408,4,2059899258,Sat Jun 06 17:51:41 PDT 2009,NO_QUERY,carolroux,"['jonasbrothers', 'back', 'brazil', 'love', 'guy', 'much', 'cant', 'wait', 'new', 'record', 'hand', 'day']"
599440,0,2220669766,Thu Jun 18 03:40:48 PDT 2009,NO_QUERY,RacheeRoo,"['get', 'angry', 'work', 'wtf']"
127388,0,1834707068,Mon May 18 03:56:02 PDT 2009,NO_QUERY,jephilip,"['sadly', 'last', 'ticket', 'next', 'hipster', 'apparently', 'never', 'flown', 'find', 'faa', 'bag', 'rule', 'confuse']"
1081087,4,1968402030,Fri May 29 21:21:44 PDT 2009,NO_QUERY,musicmakesense,"['quot', 'unbroke', 'quot', 'really', 'good']"
489862,0,2183143916,Mon Jun 15 14:06:15 PDT 2009,NO_QUERY,cchana,"['exhaust', 'mid', 'afternoon', 'nap', 'nothing']"
1420652,4,2058180521,Sat Jun 06 14:25:36 PDT 2009,NO_QUERY,MyCakesRock,"['goodmorning', 'lovely', 'twat', 'ters']"
833452,4,1557765422,Sun Apr 19 05:54:05 PDT 2009,NO_QUERY,annielouhaggis,"['found', 'real', 'hugh', 'jackman', 'twitter', 'excite', 'yes', 'day', 'go']"
1414750,4,2057099589,Sat Jun 06 12:22:13 PDT 2009,NO_QUERY,LeFtOoO,"['punchdouble', 'pfff', 'ignorant', 'fooooool', 'hollander']"
327683,0,2009977585,Tue Jun 02 16:35:57 PDT 2009,NO_QUERY,evil_cackle,"['run', 'away', 'definitely', 'completely', 'lose', 'mind', 'various', 'twitter', 'sound', 'saner']"
1449045,4,2062796533,Sun Jun 07 00:19:46 PDT 2009,NO_QUERY,Misterr_Kevin,"['thanks', 'understand']"
611548,0,2224627963,Thu Jun 18 09:44:09 PDT 2009,NO_QUERY,LilliJ,"['kaboogie', 'okay', 'stop', 'call', 'happy', 'birthday', 'ever', 'call']"
1336182,4,2017190102,Wed Jun 03 08:00:08 PDT 2009,NO_QUERY,stefhoneys,"['christelboggs', 'happy', 'birthday', 'miss', 'sydney']"
1522675,4,2176472128,Mon Jun 15 03:58:13 PDT 2009,NO_QUERY,problogger,"['chrisgarrett', 'oct', 'bwe', 'izeafest', 'nov', 'work']"
991449,4,1835118652,Mon May 18 05:11:19 PDT 2009,NO_QUERY,shofyngeong,"['hello', 'handycaaaam', 'hand']"
744168,0,2267055668,Sun Jun 21 09:33:05 PDT 2009,NO_QUERY,rarrkun,"['kuromi', 'alarm', 'clock', 'broken', 'waaah']"
1279509,4,2001545222,Tue Jun 02 01:14:25 PDT 2009,NO_QUERY,wyndwitch,"['twinkletoesuk', 'awwww', 'sure', 'could', 'bad', 'backside', 'look']"
59031,0,1686039414,Sun May 03 03:26:10 PDT 2009,NO_QUERY,erinflood88,"['found', 'beautiful', 'street', 'ka', 'soooo', 'bad', 'insurance', 'rid', 'ic', 'lous', 'though']"
1486466,4,2068079345,Sun Jun 07 13:27:47 PDT 2009,NO_QUERY,teebutt,"['doin', 'crunch', 'bed', 'like', 'connor', 'ahaha']"
1550167,4,2183699493,Mon Jun 15 14:51:56 PDT 2009,NO_QUERY,Choupinette972,"['noa', 'thank', 'follow']"
841516,4,1563471056,Sun Apr 19 22:57:59 PDT 2009,NO_QUERY,mayhemstudios,"['montenegror', 'thsk', 'time']"
1097561,4,1970408362,Sat May 30 03:45:05 PDT 2009,NO_QUERY,mel95,"['blue', 'dee', 'dee', 'dee', 'dee', 'dee', 'orginal', 'good']"
448164,0,2068888821,Sun Jun 07 14:53:05 PDT 2009,NO_QUERY,MissLoki,"['someone', 'explain', 'get', 'hot', 'flush', 'age', 'possible', 'botox', 'entire', 'body']"
479605,0,2178948294,Mon Jun 15 08:25:58 PDT 2009,NO_QUERY,EmaJM,"['happy', 'see', 'jb', 'london', 'stupid', 'parentals']"
1462656,4,2064049175,Sun Jun 07 05:03:06 PDT 2009,NO_QUERY,tombo23,"['grand', 'prix', 'line']"
719913,0,2260736607,Sat Jun 20 19:41:42 PDT 2009,NO_QUERY,iianardo,"['emiliatsontilis', 'hmm', 'well', 'kinda', 'last', 'like', 'day', 'pretty', 'much', 'impossible', 'thats', 'sad', 'isnt', 'x']"
1226477,4,1990843588,Mon Jun 01 05:52:13 PDT 2009,NO_QUERY,synisterspacer,"['kus', 'awesome', 'look', 'forward', 'get', 'mic', 'get', 'learn', 'hook', 'download', 'skype', 'test']"
466105,0,2175491378,Mon Jun 15 01:08:11 PDT 2009,NO_QUERY,Brodgar,"['oopps', 'bash', 'cheek', 'bedside', 'table', 'daddy', 'watch']"
721029,0,2261070414,Sat Jun 20 20:13:01 PDT 2009,NO_QUERY,Shash,"['anissamayhew', 'say', 'chewbacca', 'even', 'consider']"
912795,4,1752414139,Sat May 09 21:51:31 PDT 2009,NO_QUERY,aliviaterry,"['btw', 'ear', 'get', 'well', 'time', 'finally', 'say', 'goodnight', 'twitter', 'world', 'even', 'though', 'already', 'asleep', 'xoxo']"
1433966,4,2060545194,Sat Jun 06 19:06:20 PDT 2009,NO_QUERY,MissSimone32,"['train', 'canarsie', 'rockaway', 'prkway', 'bound']"
1356127,4,2047673636,Fri Jun 05 14:00:22 PDT 2009,NO_QUERY,ines24,"['relay', 'life', 'tonight']"
401447,0,2057681128,Sat Jun 06 13:27:41 PDT 2009,NO_QUERY,Stacey_xx,"['dannilovesyouux', 'know', 'yeah', 'guess', 'mean', 'year', 'break', 'start']"
466478,0,2175572558,Mon Jun 15 01:22:11 PDT 2009,NO_QUERY,dda,"['tortue', 'unlimited', 'data', 'plan', 'country', 'manage', 'tether', 'bb']"
1201003,4,1985594105,Sun May 31 17:24:20 PDT 2009,NO_QUERY,Dratas,"['simplymelissa', 'see', 'commfused']"
1551645,4,2184182159,Mon Jun 15 15:32:19 PDT 2009,NO_QUERY,suppskank,"['go', 'get', 'nose', 'pierce']"
1052967,4,1961552380,Fri May 29 09:40:45 PDT 2009,NO_QUERY,ClaireRaffo,"['yoappleyard', 'hey', 'maire', 'tresse', 'x']"
703208,0,2255634336,Sat Jun 20 11:33:27 PDT 2009,NO_QUERY,clairerose,"['karlalarla', 'use', 'cut', 'hair']"
625116,0,2230133547,Thu Jun 18 16:41:10 PDT 2009,NO_QUERY,PabloMac,"['really', 'quot', 'building', 'institutional', 'portal', 'moodle', 'quot', 'advertised', 'hour', 'long', 'moodlerooms', 'commercial', 'sloancsym']"
237286,0,1980171354,Sun May 31 05:55:52 PDT 2009,NO_QUERY,OkayTC,"['time', 'break', 'lunch', 'cuppa', 'catch', 'ray', 'brain', 'ache', 'pc', 'hour', 'uni', 'work']"
695329,0,2253225910,Sat Jun 20 07:48:27 PDT 2009,NO_QUERY,rationem,"['angela', 'gossow', 'blood', 'hand', 'arch', 'enemy', 'twitter']"
1251154,4,1996441116,Mon Jun 01 15:05:20 PDT 2009,NO_QUERY,Little_un,"['love', 'malvern', 'hope', 'everyone', 'feel', 'sunshine']"
830403,4,1557307480,Sun Apr 19 03:17:27 PDT 2009,NO_QUERY,SabrinaWe,"['search', 'agency', 'know', 'agency', 'tell']"
422454,0,2062648330,Sat Jun 06 23:51:46 PDT 2009,NO_QUERY,mzchrystina,"['ice', 'cream']"
1006296,4,1880598475,Fri May 22 01:48:58 PDT 2009,NO_QUERY,x_Juliaaa,"['pretty', 'much', 'sort', 'ball', 'yeyyyyy', 'get', 'shoe', 'dress']"
1318909,4,2014421789,Wed Jun 03 01:28:36 PDT 2009,NO_QUERY,mstysnes,"['brianmcnugget', 'think', 'get', 'pedicure', 'post', 'picture', 'afterwards', 'haha']"
330849,0,2012467201,Tue Jun 02 20:42:10 PDT 2009,NO_QUERY,AimeeRoche,"['left', 'church', 'report', 'killer', 'tonight', 'ink']"
442479,0,2067292464,Sun Jun 07 12:05:21 PDT 2009,NO_QUERY,linnetwoods,"['mhemig', 'cool', 'new', 'avatar', 'change', 'twitterhood', 'site', 'next', 'time', 'yes', 'try', 'find', 'people', 'amp']"
1222650,4,1990315657,Mon Jun 01 04:31:38 PDT 2009,NO_QUERY,Endreva,"['graduation', 'go', 'fabulous', 'happy']"
1489088,4,2068614449,Sun Jun 07 14:23:20 PDT 2009,NO_QUERY,AsherSmasher24,"['kylepetty', 'course', 'lol', 'still', 'think', 'race', 'loose', 'feel']"
652709,0,2238325784,Fri Jun 19 07:07:50 PDT 2009,NO_QUERY,marianastyle,"['last', 'day', 'worok', 'congente', 'bye', 'bye', 'irene', 'bye', 'girl', 'boy']"
959753,4,1826142458,Sun May 17 07:47:47 PDT 2009,NO_QUERY,Justasimplegirl,"['eat', 'breakfast', 'tweet']"
1334257,4,2016642677,Wed Jun 03 07:07:23 PDT 2009,NO_QUERY,grayguitar,"['dyonto', 'could', 'select', 'case', 'manually', 'set', 'number', 'month', 'haha']"
1377039,4,2051829909,Fri Jun 05 22:55:02 PDT 2009,NO_QUERY,laurenmarkling,"['josh_jeffers', 'love', 'brother']"
1579583,4,2189961496,Tue Jun 16 01:22:40 PDT 2009,NO_QUERY,GetMeVideo,"['babyboomergeek', 'think', 'best', 'twitter', 'tool', 'like', 'tweet', 'later']"
471107,0,2176559665,Mon Jun 15 04:11:33 PDT 2009,NO_QUERY,byfaithonly,"['happy', 'monday', 'work', 'shortly', 'day', 'saturday', 'wonderful', 'day', 'see', 'around']"
354299,0,2039680824,Thu Jun 04 22:32:28 PDT 2009,NO_QUERY,gabapple,"['starrylites', 'broke', 'impossible', 'coordinate', 'go', 'peep', 'feel']"
814930,4,1550966370,Sat Apr 18 07:46:11 PDT 2009,NO_QUERY,djwaz,"['justinlathrop', 'depends', 'spell', 'theyre', 'like', 'make', 'cooky', 'appear', 'give', 'ability', 'fly', 'good', 'otherwise', 'hide']"
2346,0,1468357534,Tue Apr 07 01:10:40 PDT 2009,NO_QUERY,kellyrose,"['cathrynscott', 'thank']"
1038994,4,1956756204,Thu May 28 22:36:38 PDT 2009,NO_QUERY,shannon_quinn,"['sooo', 'tire', 'need', 'stop', 'watch', 'dallas', 'get', 'sleep', 'graduation', 'tomorrow']"
812485,4,1548526389,Fri Apr 17 21:11:57 PDT 2009,NO_QUERY,DJ__Nox,"['jessy', 'welcome', 'aboard']"
134190,0,1836189662,Mon May 18 07:32:39 PDT 2009,NO_QUERY,agentlame,"['quot', 'think', 'head', 'big', 'fall', 'think', 'head', 'bad', 'time', 'quot', 'rd', 'day', 'row', 'work']"
257016,0,1984863505,Sun May 31 15:57:40 PDT 2009,NO_QUERY,deeptibella,"['joshgard', 'study', 'final', 'wut']"
684845,0,2250623513,Sat Jun 20 01:01:41 PDT 2009,NO_QUERY,gabiXlovesXkevy,"['wow', 'morning', 'still', 'text', 'someone', 'bad', 'everyones', 'asleep']"
32326,0,1564227516,Mon Apr 20 02:25:56 PDT 2009,NO_QUERY,andrewmoore24,"['know', 'iphone', 'broke', 'night', 'meaning', 'test', 'get', 'make', 'someone', 'unhappy']"
539489,0,2199434462,Tue Jun 16 17:29:50 PDT 2009,NO_QUERY,NathanWhitt,"['b', 'stephen', 'fill', 'boy', 'john', 'go', 'miss']"
863642,4,1677135122,Sat May 02 00:36:42 PDT 2009,NO_QUERY,powderkeg,"['ska_o_licious', 'congrats', 'lady', 'wish', 'happy', 'birthdizzle']"
395836,0,2056206353,Sat Jun 06 10:43:13 PDT 2009,NO_QUERY,justin3471,"['f', 'word', 'lose', 'favorite', 'eye', 'glass', 'year']"
1597000,4,2192813237,Tue Jun 16 07:35:12 PDT 2009,NO_QUERY,enthusem,"['ag_printmonkey', 'glad', 'like', 'card', 'sure', 'follow']"
1072443,4,1966576604,Fri May 29 18:01:16 PDT 2009,NO_QUERY,Kibfusion,"['everyonnneee', 'dooiiing', 'entertain', 'meeee']"
1329967,4,2015740229,Wed Jun 03 05:24:36 PDT 2009,NO_QUERY,catherineLd,"['heidianderson', 'thanks', 'neededâ', 'woops', 'say']"
728958,0,2263200229,Sun Jun 21 00:11:52 PDT 2009,NO_QUERY,charli_schmarly,"['miss', 'johnny', 'much', 'wait', 'email', 'back', 'week', 'day']"
1142418,4,1977305074,Sat May 30 20:38:47 PDT 2009,NO_QUERY,janeland,"['daddy', 'ask', 'iphone', 'nga', 'whoaaaa']"
1375381,4,2051578733,Fri Jun 05 22:20:17 PDT 2009,NO_QUERY,ayapapayajb,"['itschelseastaub', 'ohmygosh', 'love', 'game', 'play', 'people', 'win']"
650337,0,2237537461,Fri Jun 19 05:58:05 PDT 2009,NO_QUERY,DJDal,"['darrenhotchkiss', 'yeah', 'mate', 'jailbreak', 'forever', 'get', 'release', 'haha', 'desperate', 'time', 'lol']"
1149959,4,1978396335,Sat May 30 23:13:58 PDT 2009,NO_QUERY,stephtaka,"['catiepayne', 'good', 'haha', 'drink', 'like', 'glass', 'water']"
1118096,4,1973537326,Sat May 30 11:20:36 PDT 2009,NO_QUERY,arLetteneira,"['still', 'beed', 'waatching', 'fevoorite', 'movieees', 'quot', 'bring', 'quot', 'hahaha']"
300582,0,1998366426,Mon Jun 01 18:25:53 PDT 2009,NO_QUERY,jesse_foreverxo,"['hate', 'write', 'essay']"
976688,4,1833657719,Mon May 18 00:00:39 PDT 2009,NO_QUERY,4realashtont,"['big', 'thank', 'officialtial', 'malcolmmillion', 'iam', 'hard', 'work', 'allow', 'apart']"
1576294,4,2189522343,Tue Jun 16 00:13:59 PDT 2009,NO_QUERY,iamlottie,"['alrite', 'w', 'twitter', 'tonite', 'tooo', 'much', 'fun', 'amp', 'bitch', 'litebriteac', 'goodsexything', 'line', 'fk', 'tht', 'bitch', 'nite', 'ppl']"
801886,4,1468146477,Mon Apr 06 23:58:18 PDT 2009,NO_QUERY,aylathenewf,"['riles_puppy', 'amp', 'puppyjamaica', 'morning', 'pup', 'thanks', 'follow', 'look', 'fwd', 'barking', 'soon', 'twitter', 'go']"
721038,0,2261073504,Sat Jun 20 20:13:19 PDT 2009,NO_QUERY,MeggAnn93,"['need', 'finish', 'pack', 'need', 'help']"
832119,4,1557541399,Sun Apr 19 04:44:00 PDT 2009,NO_QUERY,lpsimper,"['paid', 'budget', 'cheapest', 'rate', 'consider', 'win']"
1478079,4,2066410283,Sun Jun 07 10:28:06 PDT 2009,NO_QUERY,allan1850,"['craftygir', 'thank']"
993748,4,1835438795,Mon May 18 05:59:50 PDT 2009,NO_QUERY,BrighidKitten,"['team', 'fortress', 'quot', 'meet', 'spy', 'quot', 'video', 'youtube', 'best', 'yet', 'worth', 'watch', 'even', 'without', 'know', 'tf', 'think']"
1303648,4,2009603910,Tue Jun 02 15:58:25 PDT 2009,NO_QUERY,frankpark,['thank']
1550669,4,2183845871,Mon Jun 15 15:03:53 PDT 2009,NO_QUERY,porthcawlhel,"['helencairns', 'watch', 'really', 'funny', 'tonight', 'b']"
1149385,4,1978334832,Sat May 30 23:03:21 PDT 2009,NO_QUERY,RobSoCool,"['vic', 'jy', 'hahahaha', 'like', 'hispanic', 'lazy', 'hahaha', 'jk', 'brothaaa', 'excite', 'see', 'brothaaa', 'maaaayn']"
816481,4,1551458912,Sat Apr 18 09:06:44 PDT 2009,NO_QUERY,CDiggz59,"['finally', 'today', 'let', 'get', 'get', 'see', 'serani']"
1264404,4,1999238012,Mon Jun 01 19:52:37 PDT 2009,NO_QUERY,Patriciapadua,"['drinking', 'green', 'tea']"
274786,0,1990667128,Mon Jun 01 05:27:30 PDT 2009,NO_QUERY,mrsvillanueva,"['fabulous', 'back', 'work', 'hope', 'air', 'france', 'plane', 'somehow', 'found', 'okay', 'highly', 'unlikely', 'though']"
251396,0,1983459431,Sun May 31 13:11:49 PDT 2009,NO_QUERY,LGlassie,"['dread', 'return', 'work']"
1374496,4,2051447744,Fri Jun 05 22:02:42 PDT 2009,NO_QUERY,joanslade,"['goodnight', 'tweeties']"
1030516,4,1932930537,Tue May 26 22:33:45 PDT 2009,NO_QUERY,jarediah,"['emmanuel', 'hey', 'song', 'like', 'whoever', 'told', 'grunt', 'force', 'breath', 'sing', 'need', 'shot']"
1552779,4,2184481593,Mon Jun 15 15:58:34 PDT 2009,NO_QUERY,angelaxjonas,"['itsjamieeexo', 'oh', 'forgot', 'live', 'regent', 'haha', 'silly', 'like', 'big', 'state', 'test']"
719045,0,2260478615,Sat Jun 20 19:16:57 PDT 2009,NO_QUERY,ohhhskyler,"['jadennation', 'room', 'b', 'link']"
585436,0,2215623425,Wed Jun 17 18:23:27 PDT 2009,NO_QUERY,lovealyx12,['miss']
1248598,4,1995873045,Mon Jun 01 14:10:47 PDT 2009,NO_QUERY,RasmusBCarlssoN,['thats']
1347797,4,2044693510,Fri Jun 05 09:41:57 PDT 2009,NO_QUERY,bekahaleman,"['ktlovesjona', 'welcome']"
1046071,4,1957619579,Fri May 29 01:04:08 PDT 2009,NO_QUERY,LUVMEMUCH,"['lt', 'b', 'gt', 'use', 'thing', 'lol', 'us', 'bebo', 'need', 'friend', 'thing', 'lol', 'lol', 'add']"
1152000,4,1978673384,Sun May 31 00:05:33 PDT 2009,NO_QUERY,dannylberry,['shave']
1294565,4,2003535490,Tue Jun 02 06:42:36 PDT 2009,NO_QUERY,jeccakyle,"['never', 'leave', 'woah']"
1357239,4,2047964358,Fri Jun 05 14:27:06 PDT 2009,NO_QUERY,TaylorLynn12,"['back', 'left', 'forgot', 'close', 'friday', 'yay']"
1430570,4,2059931025,Sat Jun 06 17:55:35 PDT 2009,NO_QUERY,anabanans,"['mileycyrus', 'braziiiiiiiiiil', 'think', 'life', 'heeeere']"
892455,4,1691199342,Sun May 03 17:19:23 PDT 2009,NO_QUERY,SasaLoves,"['crystaljanet', 'know', 'soon', 'hope', 'heart']"
944185,4,1795411619,Thu May 14 07:43:36 PDT 2009,NO_QUERY,storiesmac,"['vernieman', 'macstories', 'st', 'contest', 'win', 'copy', 'mailplane', 'app', 'brings', 'gmail', 'mac', 'see', 'detail']"
1569575,4,2188432055,Mon Jun 15 21:53:20 PDT 2009,NO_QUERY,PixelArtGirl,"['fitpole', 'tempt', 'may', 'try', 'like', 'fun']"
700193,0,2254689332,Sat Jun 20 10:08:03 PDT 2009,NO_QUERY,IrisBelle,"['get', 'headache', 'work', 'wait', 'see', 'anyone', 'else', 'go', 'luck', 'happen', 'close']"
1504836,4,2072246144,Sun Jun 07 20:39:45 PDT 2009,NO_QUERY,CindyheartsJon,"['jordanknight', 'ok', 'get', 'little', 'big', 'head', 'hold', 'hair', 'haha', 'jokin']"
149048,0,1883315786,Fri May 22 08:21:21 PDT 2009,NO_QUERY,Dewy78,"['thank', 'brought', 'true', 'british', 'bank', 'holiday', 'rain']"
984839,4,1834421236,Mon May 18 02:52:12 PDT 2009,NO_QUERY,TheGadgetShow,"['sebastianscarr', 'hug', 'soup', 'gotcha']"
1003732,4,1880345128,Fri May 22 00:54:52 PDT 2009,NO_QUERY,janiethornber,"['feel', 'good', 'today', 'look', 'forward', 'great', 'day', 'work']"
1353819,4,2046837437,Fri Jun 05 12:45:54 PDT 2009,NO_QUERY,themahler,"['rachaelcecelia', 'expect', 'follower', 'count', 'skyrocket']"
978489,4,1833840260,Mon May 18 00:38:41 PDT 2009,NO_QUERY,Bonkajs,"['blackhalt', 'lai', 'veicas']"
587046,0,2216176476,Wed Jun 17 19:08:15 PDT 2009,NO_QUERY,donstylez,"['workin', 'job', 'tomorrow', 'another', 'long', 'day']"
1457207,4,2063564198,Sun Jun 07 03:10:16 PDT 2009,NO_QUERY,irenex33,"['cousin', 'graduation', 'tomorrow', 'stoke', 'mann']"
1015983,4,1881633645,Fri May 22 05:10:50 PDT 2009,NO_QUERY,sandicakes22,"['lol', 'go', 'back', 'bed']"
894321,4,1692218681,Sun May 03 19:31:37 PDT 2009,NO_QUERY,XxXMiZWriGhTXxX,['everyone']
482963,0,2180185466,Mon Jun 15 10:07:31 PDT 2009,NO_QUERY,lodog24,"['computar', 'think', 'doggy', 'pass', 'away', 'last', 'week', 'miss', 'max']"
1020071,4,1882303684,Fri May 22 06:37:33 PDT 2009,NO_QUERY,tylermichael_23,"['love', 'wake', 'turn', 'know', 'day', 'love', 'summer']"
1438958,4,2061427345,Sat Jun 06 20:50:50 PDT 2009,NO_QUERY,eeshkapeesh,"['xomusicloverxo', 'part', 'get', 'demote', 'love', 'movie', 'bryangreenberg', 'hotttt']"
712197,0,2258456539,Sat Jun 20 15:57:27 PDT 2009,NO_QUERY,HeySuze,"['yet', 'really', 'toss', 'pizza', 'wow', 'impressed', 'whenever', 'try', 'floor', 'get']"
1594591,4,2192185082,Tue Jun 16 06:38:51 PDT 2009,NO_QUERY,AliceeHarveey,"['lol', 'ok', 'tweet']"
856999,4,1573856166,Tue Apr 21 03:10:46 PDT 2009,NO_QUERY,kamarak,"['sniffle', 'sneeze', 'ah', 'beautiful', 'weather', 'mean']"
158590,0,1956639367,Thu May 28 22:19:51 PDT 2009,NO_QUERY,baneen,"['go', 'bed', 'pm', 'still', 'toss', 'amp', 'turn', 'awake', 'look', 'like', 'zombie', 'corner']"
128743,0,1834963956,Mon May 18 04:44:57 PDT 2009,NO_QUERY,pipp4h,"['embarrassingly', 'incompetent', 'car', 'battery', 'flat', 'even', 'know', 'open', 'bonnet']"
1263355,4,1999020150,Mon Jun 01 19:30:28 PDT 2009,NO_QUERY,hiscrazywife07,"['mileycyrus', 'may', 'emo', 'still', 'good']"
1219574,4,1989961709,Mon Jun 01 03:25:03 PDT 2009,NO_QUERY,nelly_uk7,"['mollieofficial', 'see', 'britney', 'thursday', 'see', 'girl', 'friday']"
392085,0,2055062929,Sat Jun 06 08:37:38 PDT 2009,NO_QUERY,dennanizer,"['really', 'wish', 'mk', 'rather', 'work']"
921454,4,1754199650,Sun May 10 05:23:09 PDT 2009,NO_QUERY,paul_steele,"['baronvonmolden', 'aconcagua', 'jan', 'prepare', 'week', 'rest', 'last', 'thanks', 'sponsor']"
789241,0,2325332566,Thu Jun 25 05:14:45 PDT 2009,NO_QUERY,teainagarden,"['rachellous', 'work', 'tomorrow', 'morning', 'able', 'see']"
113516,0,1825853256,Sun May 17 07:01:59 PDT 2009,NO_QUERY,shaun_kennedy,"['katenattrass', 'great']"
119688,0,1830568142,Sun May 17 17:07:03 PDT 2009,NO_QUERY,MsMassachusetts,"['waste', 'entire', 'day', 'back', 'work', 'tomorrow']"
1479739,4,2066733773,Sun Jun 07 11:04:22 PDT 2009,NO_QUERY,Jolitabrilliant,"['voice', 'gym']"
511475,0,2189907749,Tue Jun 16 01:13:45 PDT 2009,NO_QUERY,CreenaP,"['dear', 'cousin']"
536284,0,2198342701,Tue Jun 16 15:56:46 PDT 2009,NO_QUERY,RElmore_Mtl,"['supposes', 'everyday', 'productive']"
492802,0,2184393152,Mon Jun 15 15:50:40 PDT 2009,NO_QUERY,Michon93,"['first', 'final', 'exam', 'morning', 'guess', 'okay', 'hope', 'bad', 'thing', 'get', 'sick']"
600442,0,2220911096,Thu Jun 18 04:16:12 PDT 2009,NO_QUERY,creaps,"['look', 'job']"
1386882,4,2052882406,Sat Jun 06 02:23:49 PDT 2009,NO_QUERY,ebaygal,"['maryvic', 'get', 'love', 'ebay', 'sell', 'collectible']"
782631,0,2323707399,Thu Jun 25 01:17:05 PDT 2009,NO_QUERY,weesisj,"['twinatlantic', 'ohhhhh', 'notice', 'tweet', 'well', 'search', 'www', 'see', 'listen', 'light', 'speed']"
